Obs,Picture,Mean,Min,Max,Length.cm,Taxa,Enc,SampleSplit
3,FEn17w09B09.1.JPG,94.927,36.902,124.848,0.597,Tri.Polycentropidae,B09,
4,FEn17w09B09.1.JPG,126.322,88.45,138.322,0.206,Dip.ChironomidaeL,B09,
5,FEn17w09B09.1.JPG,81.763,33.374,133.912,0.758,Dip.ChironomidaeL,B09,
6,FEn17w09B09.1.JPG,85.831,59.659,134,0.629,Dip.ChironomidaeL,B09,
7,FEn17w09B09.1.JPG,107.592,90.532,133.444,0.277,Dip.ChironomidaeL,B09,
1,FEn17w09B09.2.JPG,100.531,50.153,138.206,0.371,Dip.ChironomidaeL,B09,
2,FEn17w09B09.2.JPG,78.951,41.542,122.667,0.599,Dip.ChironomidaeL,B09,
3,FEn17w09B09.2.JPG,86.993,58.186,118.024,0.651,Dip.ChironomidaeL,B09,
4,FEn17w09B09.2.JPG,134.7,125.093,152,0.106,Dip.ChironomidaeL,B09,
5,FEn17w09B09.2.JPG,99.275,59.667,121.745,0.37,Dip.ChironomidaeL,B09,
6,FEn17w09B09.2.JPG,93.7,56.877,138.344,0.231,Col.ElmL,B09,
7,FEn17w09B09.2.JPG,48.224,23.108,118.502,0.686,Col.ElmL,B09,
8,FEn17w09B09.2.JPG,69.636,26.148,101,0.506,Col.ElmL,B09,
9,FEn17w09B09.2.JPG,20.983,11.422,97.703,0.286,Col.ElmA,B09,
10,FEn17w09B09.2.JPG,32.241,12.244,121.723,0.241,Col.ElmA,B09,
1,FEn17w09B09.3.JPG,70.449,37.281,114.576,0.649,Dip.ChironomidaeL,B09,
2,FEn17w09B09.3.JPG,80.494,44.964,102.655,0.618,Dip.ChironomidaeL,B09,
3,FEn17w09B09.3.JPG,70.94,35.276,110.937,0.529,Dip.ChironomidaeL,B09,
4,FEn17w09B09.3.JPG,91.731,56.828,118.378,0.248,Dip.ChironomidaeL,B09,
5,FEn17w09B09.3.JPG,98.161,76.162,117.329,0.249,Dip.ChironomidaeL,B09,
6,FEn17w09B09.3.JPG,73.956,40.936,110.209,0.413,Dip.ChironomidaeL,B09,
7,FEn17w09B09.3.JPG,96.911,63.367,114.928,0.573,Dip.ChironomidaeL,B09,
8,FEn17w09B09.3.JPG,85.805,43.476,125.721,0.382,Dip.ChironomidaeL,B09,
9,FEn17w09B09.3.JPG,90.261,45.406,119.638,0.197,Dip.ChironomidaeL,B09,
10,FEn17w09B09.3.JPG,81.027,53.842,99.766,0.675,Dip.ChironomidaeL,B09,
11,FEn17w09B09.3.JPG,39.814,27.302,84.793,0.671,Col.ElmL,B09,
12,FEn17w09B09.3.JPG,68.706,42.224,105.651,0.511,Col.ElmL,B09,
13,FEn17w09B09.3.JPG,36.306,21.226,76.164,0.677,Col.ElmL,B09,
14,FEn17w09B09.3.JPG,68.146,45.867,121.447,0.126,Eph.Trcorythidae,B09,
15,FEn17w09B09.3.JPG,74.522,25.042,106.05,0.266,Eph.Heptageniidae,B09,
16,FEn17w09B09.3.JPG,36.939,19.094,66.45,0.631,Eph.Heptageniidae,B09,
1,FEn17w09B09.3.JPG,66.867,36.894,91.729,0.433,Tri.Polycentropidae,B09,
1,FEn17w09B09.4.JPG,14.635,7.667,82.333,0.231,Col.ElmA,B09,
2,FEn17w09B09.4.JPG,11.583,7,78.948,0.328,Col.ElmA,B09,
3,FEn17w09B09.4.JPG,80.976,47.319,115.333,0.626,Tri.Polycentropidae,B09,
4,FEn17w09B09.4.JPG,110.837,79.661,128.335,0.553,Dip.ChironomidaeL,B09,
5,FEn17w09B09.4.JPG,91.388,52.131,138.557,0.55,Dip.ChironomidaeL,B09,
6,FEn17w09B09.4.JPG,86.234,42.985,121.716,0.23,Dip.ChironomidaeL,B09,
7,FEn17w09B09.4.JPG,84.423,63.726,122.815,0.284,Dip.ChironomidaeL,B09,
8,FEn17w09B09.4.JPG,100.59,49.561,130.866,0.538,Tri.Polycentropidae,B09,
9,FEn17w09B09.4.JPG,72.868,50.677,131.797,0.432,Col.ElmL,B09,
1,FEn17w09B09.5.JPG,117.624,77.686,129.817,0.336,Dip.ChironomidaeL,B09,
2,FEn17w09B09.5.JPG,117.024,98.19,135.257,0.203,Dip.ChironomidaeL,B09,
3,FEn17w09B09.5.JPG,113.334,77.333,135.128,0.32,Dip.ChironomidaeL,B09,
4,FEn17w09B09.5.JPG,109.85,75.103,136.841,0.347,Dip.ChironomidaeL,B09,
5,FEn17w09B09.5.JPG,115.791,69,137.319,0.294,Dip.ChironomidaeL,B09,
6,FEn17w09B09.5.JPG,110.212,56.313,132.729,0.307,Dip.ChironomidaeL,B09,
7,FEn17w09B09.5.JPG,99.259,68.856,135.812,0.336,Dip.ChironomidaeL,B09,
8,FEn17w09B09.5.JPG,107.396,75.172,136.688,0.313,Dip.ChironomidaeL,B09,
9,FEn17w09B09.5.JPG,114.838,85.281,127.333,0.354,Dip.ChironomidaeL,B09,
10,FEn17w09B09.5.JPG,17.301,10,84.333,0.244,Col.ElmA,B09,
11,FEn17w09B09.5.JPG,82.572,57.614,112.168,0.191,Eph.Leptophlebiidae,B09,
1,FEn17w09C08.1.JPG,36.384,24.561,96.189,0.593,Col.ElmL,C08,
2,FEn17w09C08.1.JPG,51.749,25.325,119.477,0.71,Col.ElmL,C08,
3,FEn17w09C08.1.JPG,39.916,20.719,135.219,0.659,Col.ElmL,C08,
4,FEn17w09C08.1.JPG,59.061,36.686,89.281,0.507,Col.ElmL,C08,
5,FEn17w09C08.1.JPG,54.42,22.299,121.32,0.597,Col.ElmL,C08,
6,FEn17w09C08.1.JPG,42.556,24.434,106.333,0.644,Col.ElmL,C08,
7,FEn17w09C08.1.JPG,55.342,34.583,96.153,0.627,Col.ElmL,C08,
8,FEn17w09C08.1.JPG,50.714,32.994,88.667,0.616,Col.ElmL,C08,
9,FEn17w09C08.1.JPG,87.603,53.858,123.081,0.416,Col.ElmL,C08,
10,FEn17w09C08.1.JPG,28.651,10.942,63.333,0.566,Col.Psephenidae,C08,
1,FEn17w09C08.1.JPG,82.012,57.667,123.667,0.259,Tri.Polycentropidae,C08,
2,FEn17w09C08.1.JPG,93.869,53.696,126.408,0.657,Tri.Polycentropidae,C08,
3,FEn17w09C08.1.JPG,95.712,62.469,113.941,0.415,Tri.Polycentropidae,C08,
4,FEn17w09C08.1.JPG,66.953,37.029,98.131,0.232,Eph.Heptageniidae,C08,
5,FEn17w09C08.1.JPG,52.504,26.553,85.117,0.351,Eph.Heptageniidae,C08,
6,FEn17w09C08.1.JPG,68.894,34.493,105.212,0.263,Eph.Heptageniidae,C08,
7,FEn17w09C08.1.JPG,37.88,22.248,104.124,0.484,Eph.LeptA,C08,
8,FEn17w09C08.1.JPG,93.835,45.418,131.348,0.225,Eph.Leptophlebiidae,C08,
1,FEn17w09C08.1.JPG,82.005,37.853,111.617,0.722,Dip.ChironomidaeL,C08,
2,FEn17w09C08.1.JPG,107.296,83.909,134.594,0.34,Dip.ChironomidaeL,C08,
3,FEn17w09C08.1.JPG,112.04,72.84,126.642,0.261,Dip.ChironomidaeL,C08,
4,FEn17w09C08.1.JPG,74.05,39.816,125,0.671,Dip.ChironomidaeL,C08,
5,FEn17w09C08.1.JPG,50.709,37.459,134.04,0.348,Oligochaeta.misc,C08,
1,FEn17w09C08.2.JPG,76.633,38.761,104.792,0.265,Dip.ChironomidaeL,C08,
2,FEn17w09C08.2.JPG,73.985,51.182,98,0.278,Dip.ChironomidaeL,C08,
3,FEn17w09C08.2.JPG,102.611,78.058,160.129,0.277,Dip.ChironomidaeL,C08,
4,FEn17w09C08.2.JPG,99.278,72.999,124.04,0.351,Dip.ChironomidaeL,C08,
5,FEn17w09C08.2.JPG,85.36,68.273,119.469,0.144,Dip.ChironomidaeL,C08,
6,FEn17w09C08.2.JPG,58.328,32.981,101.997,0.494,Col.ElmL,C08,
7,FEn17w09C08.2.JPG,87.131,67.603,111.815,0.282,Col.ElmL,C08,
8,FEn17w09C08.2.JPG,63.877,38.089,115.357,0.209,Eph.Leptophlebiidae,C08,
1,FEn17w09C03.1.JPG,61.609,36,129.353,0.259,Eph.Heptageniidae,C03,
2,FEn17w09C03.1.JPG,82.353,44.433,109.333,0.399,Eph.Heptageniidae,C03,
3,FEn17w09C03.1.JPG,62.082,28.016,123.333,0.381,Eph.Heptageniidae,C03,
4,FEn17w09C03.1.JPG,54.464,24.852,132.667,0.827,Od.Damselflies,C03,
5,FEn17w09C03.1.JPG,93.898,42.773,118.698,0.24,Eph.Leptophlebiidae,C03,
6,FEn17w09C03.1.JPG,46.73,26.532,112.667,0.669,Eph.Leptophlebiidae,C03,
7,FEn17w09C03.1.JPG,72.909,26.123,130.432,0.484,Tri.Polycentropidae,C03,
8,FEn17w09C03.1.JPG,94.646,57.367,145.667,0.672,Dip.ChironomidaeL,C03,
1,FEn17w09C03.2.JPG,44.056,22.046,79.203,1.094,Eph.Heptageniidae,C03,
2,FEn17w09C03.2.JPG,74.576,39.036,96.111,0.317,Eph.Heptageniidae,C03,
3,FEn17w09C03.2.JPG,82.178,49.539,106.62,0.479,Col.ElmL,C03,
4,FEn17w09C03.2.JPG,67.629,37.731,113.583,0.642,Col.ElmL,C03,
5,FEn17w09C03.2.JPG,96.759,55.759,132.231,0.42,Col.ElmL,C03,
6,FEn17w09C03.2.JPG,51.411,8.458,102.667,0.369,Dip.ChironomidaeL,C03,
7,FEn17w09C03.2.JPG,86.982,63.053,105,0.157,Dip.ChironomidaeL,C03,
8,FEn17w09C03.2.JPG,50.98,31.012,82.047,0.401,Eph.LeptA,C03,
1,FEn17w09C03.2.JPG,76.397,37.784,119.303,0.572,Dip.ChironomidaeL,C03,
1,FEn17w09C03.3.JPG,51.211,26.863,93,0.683,Col.ElmL,C03,
2,FEn17w09C03.3.JPG,64.724,20,132.333,0.596,Col.ElmL,C03,
3,FEn17w09C03.3.JPG,87.061,54.908,118.275,0.562,Dip.ChironomidaeL,C03,
4,FEn17w09C03.3.JPG,98.867,58.571,109.836,0.33,Dip.ChironomidaeL,C03,
5,FEn17w09C03.3.JPG,98.988,42.968,124.163,0.643,Dip.ChironomidaeL,C03,
6,FEn17w09C03.3.JPG,65.143,47.712,110.667,0.254,Eph.Leptophlebiidae,C03,
7,FEn17w09C03.3.JPG,93.629,33.32,136.34,0.195,Dip.ChironomidaeL,C03,
1,FEn17w09C03.4.JPG,107.628,84.27,129.012,0.285,Dip.ChironomidaeL,C03,
2,FEn17w09C03.4.JPG,105.767,49.032,132.185,0.316,Dip.ChironomidaeL,C03,
3,FEn17w09C03.4.JPG,90.454,51.29,130.063,0.479,Dip.ChironomidaeL,C03,
4,FEn17w09C03.4.JPG,95.339,45.441,126.434,0.37,Dip.ChironomidaeL,C03,
5,FEn17w09C03.4.JPG,99.066,62.395,122.34,0.427,Dip.ChironomidaeL,C03,
6,FEn17w09C03.4.JPG,113.872,78.715,140.893,0.14,Dip.ChironomidaeL,C03,
7,FEn17w09C03.4.JPG,107.752,82.367,127.834,0.311,Dip.ChironomidaeL,C03,
8,FEn17w09C03.4.JPG,73.432,45.217,114.849,0.279,Eph.Leptophlebiidae,C03,
9,FEn17w09C03.4.JPG,68.787,48.103,104.667,0.423,Od.Damselflies,C03,
1,FEn17w09C03.5.JPG,106.838,80.952,123.042,0.459,Dip.ChironomidaeL,C03,
2,FEn17w09C03.5.JPG,77.732,34.434,121.333,0.8,Dip.ChironomidaeL,C03,
3,FEn17w09C03.5.JPG,100.486,64.542,124,0.264,Dip.ChironomidaeL,C03,
4,FEn17w09C03.5.JPG,82.816,40.921,102.454,0.41,Dip.ChironomidaeL,C03,
5,FEn17w09C03.5.JPG,90.108,52.667,133.105,0.209,Dip.ChironomidaeL,C03,
6,FEn17w09C03.5.JPG,68.519,33.916,130.021,0.341,Dip.ChironomidaeL,C03,
7,FEn17w09C03.5.JPG,76.191,58.027,121.82,0.397,Col.ElmL,C03,
8,FEn17w09C03.5.JPG,65.947,46.089,91.501,0.416,Col.ElmL,C03,
9,FEn17w09C03.5.JPG,88.93,50.845,129.713,0.431,Col.ElmL,C03,
1,FEn17w09C03.5.JPG,18.222,9.378,95.667,0.367,Col.ElmA,C03,
1,FEn17w09C03.6.JPG,108.285,64.897,133.742,0.35,Dip.ChironomidaeL,C03,
2,FEn17w09C03.6.JPG,99.625,51.142,133.201,0.399,Dip.ChironomidaeL,C03,
3,FEn17w09C03.6.JPG,118.402,87.303,141.284,0.427,Dip.ChironomidaeL,C03,
4,FEn17w09C03.6.JPG,104.631,72.523,144.402,0.418,Dip.ChironomidaeL,C03,
5,FEn17w09C03.6.JPG,80.136,57.049,102.306,0.352,Col.ElmL,C03,
6,FEn17w09C03.6.JPG,21.148,14.049,53.667,0.33,Col.ElmA,C03,
7,FEn17w09C03.6.JPG,71.144,47.028,107.333,0.165,Eph.Heptageniidae,C03,
8,FEn17w09C03.6.JPG,64.07,29.746,111.297,0.186,Eph.Heptageniidae,C03,
1,FEn17w09C03.7.JPG,49.023,25.558,92,0.571,Col.ElmL,C03,
2,FEn17w09C03.7.JPG,45.547,26,82.286,0.547,Col.ElmL,C03,
3,FEn17w09C03.7.JPG,85.37,50.939,113.383,0.462,Dip.ChironomidaeL,C03,
4,FEn17w09C03.7.JPG,111.495,68.97,132.353,0.483,Dip.ChironomidaeL,C03,
5,FEn17w09C03.7.JPG,107.487,54.115,141.739,0.422,Tri.Polycentropidae,C03,
6,FEn17w09C03.7.JPG,88.221,41.303,125.004,0.532,Tri.Polycentropidae,C03,
7,FEn17w09C03.7.JPG,73.886,37.343,122.957,0.3,Eph.Heptageniidae,C03,
8,FEn17w09C03.7.JPG,55.674,13.668,91.901,0.401,Eph.Heptageniidae,C03,
9,FEn17w09C03.7.JPG,45.382,35.659,73,0.276,Eph.Heptageniidae,C03,
10,FEn17w09C03.7.JPG,80.188,57.8,138.333,0.269,Eph.Trcorythidae,C03,
1,FEn17w09C03.8.JPG,93.368,58.273,114.347,0.248,Dip.ChironomidaeL,C03,
2,FEn17w09C03.8.JPG,93.814,55.635,119.089,0.447,Dip.ChironomidaeL,C03,
3,FEn17w09C03.8.JPG,80.919,41.73,108.973,0.424,Dip.ChironomidaeL,C03,
4,FEn17w09C03.8.JPG,89.799,50.28,115.86,0.537,Dip.ChironomidaeL,C03,
5,FEn17w09C03.8.JPG,71.228,47.495,97.975,0.345,Dip.ChironomidaeL,C03,
6,FEn17w09C03.8.JPG,85.792,51.53,126.66,0.274,Dip.ChironomidaeL,C03,
7,FEn17w09C03.8.JPG,98.17,60.906,119.766,0.271,Dip.ChironomidaeL,C03,
8,FEn17w09C03.8.JPG,92.276,52.105,120.055,0.499,Dip.ChironomidaeL,C03,
9,FEn17w09C03.8.JPG,85.454,55.667,101.189,0.462,Dip.ChironomidaeL,C03,
10,FEn17w09C03.8.JPG,91.758,48.067,116.399,0.402,Dip.ChironomidaeL,C03,
11,FEn17w09C03.8.JPG,93.609,74.816,106.181,0.133,Dip.ChironomidaeL,C03,
12,FEn17w09C03.8.JPG,62.492,36.456,125.333,0.702,Oligochaeta.misc,C03,
13,FEn17w09C03.8.JPG,70.393,30.767,123.667,0.303,Eph.Trcorythidae,C03,
1,FEn17w09C03.9.JPG,79.005,46.49,105.85,0.323,Dip.ChironomidaeL,C03,
2,FEn17w09C03.9.JPG,92.635,66.71,113.728,0.231,Dip.ChironomidaeL,C03,
3,FEn17w09C03.9.JPG,78.025,46.381,120.333,0.31,Dip.ChironomidaeL,C03,
4,FEn17w09C03.9.JPG,80.156,55.74,100.09,0.25,Dip.ChironomidaeL,C03,
5,FEn17w09C03.9.JPG,70.672,61.743,103.333,0.14,Dip.ChironomidaeL,C03,
6,FEn17w09C03.9.JPG,66.344,44.22,109.655,0.156,Dip.ChironomidaeL,C03,
7,FEn17w09C03.9.JPG,102.811,77.064,120.186,0.164,Tri.Polycentropidae,C03,
8,FEn17w09C03.9.JPG,59.578,36.332,107.507,0.302,Dip.ChironomidaeL,C03,
9,FEn17w09C03.9.JPG,85.581,59.891,108.652,0.407,Dip.ChironomidaeL,C03,
10,FEn17w09C03.9.JPG,69.042,50.074,108.626,0.207,Eph.Trcorythidae,C03,
11,FEn17w09C03.9.JPG,70.103,51.153,113.885,0.106,Eph.Trcorythidae,C03,
12,FEn17w09C03.9.JPG,36.154,20.053,85.73,0.186,Eph.Heptageniidae,C03,
13,FEn17w09C03.9.JPG,54.986,34.116,78.762,0.13,Eph.Heptageniidae,C03,
1,FEn17w09C04.1.JPG,69.699,43.661,114.93,0.671,Dip.ChironomidaeL,C04,
2,FEn17w09C04.1.JPG,87.784,33.349,129.173,0.483,Dip.ChironomidaeL,C04,
3,FEn17w09C04.1.JPG,84.075,51.083,124.345,0.436,Dip.ChironomidaeL,C04,
4,FEn17w09C04.1.JPG,103.458,63.291,131.31,0.465,Dip.ChironomidaeL,C04,
5,FEn17w09C04.1.JPG,91.946,46.879,121.345,0.437,Dip.ChironomidaeL,C04,
6,FEn17w09C04.1.JPG,99.026,51.142,139.667,0.568,Dip.ChironomidaeL,C04,
7,FEn17w09C04.1.JPG,51.244,26.536,97.071,0.325,Dip.ChironomidaeP,C04,
1,FEn17w09C04.1.JPG,65.049,25.014,129.333,0.25,Eph.Heptageniidae,C04,
2,FEn17w09C04.1.JPG,58.921,30.565,85.067,0.201,Eph.Heptageniidae,C04,
3,FEn17w09C04.1.JPG,62.545,45,119.736,0.291,Eph.Heptageniidae,C04,
4,FEn17w09C04.1.JPG,68.932,30.471,99.611,0.194,Eph.Heptageniidae,C04,
5,FEn17w09C04.1.JPG,51.079,26.086,118.667,0.27,Eph.Heptageniidae,C04,
6,FEn17w09C04.1.JPG,60.952,40.937,95.667,0.276,Eph.Heptageniidae,C04,
7,FEn17w09C04.1.JPG,53.364,39.001,122.165,0.322,Eph.Trcorythidae,C04,
8,FEn17w09C04.1.JPG,85.661,34.246,110.667,0.317,Eph.Trcorythidae,C04,
9,FEn17w09C04.1.JPG,20.239,11.667,47.667,0.239,Col.ElmA,C04,
1,FEn17w09C04.2.JPG,101.593,66.625,135.092,0.707,Dip.ChironomidaeL,C04,
2,FEn17w09C04.2.JPG,88.741,60.975,129.57,0.335,Dip.ChironomidaeL,C04,
3,FEn17w09C04.2.JPG,108.777,58.024,137.254,0.232,Dip.ChironomidaeL,C04,
4,FEn17w09C04.2.JPG,114.394,64.265,132.358,0.372,Dip.ChironomidaeL,C04,
5,FEn17w09C04.2.JPG,116.296,73.193,147.152,0.401,Dip.ChironomidaeL,C04,
6,FEn17w09C04.2.JPG,113.859,87.373,133.472,0.139,Dip.ChironomidaeL,C04,
7,FEn17w09C04.2.JPG,94.87,64.865,141.318,0.403,Dip.ChironomidaeL,C04,
8,FEn17w09C04.2.JPG,120.32,90.024,137.024,0.489,Dip.ChironomidaeL,C04,
9,FEn17w09C04.2.JPG,136.886,121.348,150.507,0.2,Dip.ChironomidaeL,C04,
10,FEn17w09C04.2.JPG,77.226,44.835,121.881,0.642,Dip.ChironomidaeL,C04,
11,FEn17w09C04.2.JPG,89.722,49.023,134.905,0.554,Dip.ChironomidaeL,C04,
12,FEn17w09C04.2.JPG,109.716,69.78,149.112,0.227,Dip.ChironomidaeL,C04,
13,FEn17w09C04.2.JPG,46.021,26.211,64.547,0.32,Col.Psephenidae,C04,
14,FEn17w09C04.2.JPG,50.782,22.024,124.667,0.422,Col.Psephenidae,C04,
1,FEn17w09C04.2.JPG,69.099,22.667,138.484,0.334,Eph.Heptageniidae,C04,
2,FEn17w09C04.2.JPG,68.217,25.031,126.333,0.356,Eph.Heptageniidae,C04,
3,FEn17w09C04.2.JPG,55.333,20,130.183,0.409,Eph.Heptageniidae,C04,
4,FEn17w09C04.2.JPG,90.807,54.38,131.014,0.327,Eph.Trcorythidae,C04,
5,FEn17w09C04.2.JPG,17.865,7.426,168.677,0.975,Od.Damselflies,C04,
1,FEn17w09C04.3.JPG,106.333,64.809,133.667,0.584,Dip.ChironomidaeL,C04,
2,FEn17w09C04.3.JPG,111.719,83.298,129.485,0.45,Dip.ChironomidaeL,C04,
3,FEn17w09C04.3.JPG,87.369,62.333,119.119,0.245,Dip.ChironomidaeL,C04,
4,FEn17w09C04.3.JPG,89.409,51.831,127.069,0.445,Dip.ChironomidaeL,C04,
5,FEn17w09C04.3.JPG,112.4,66.696,146.131,0.432,Dip.ChironomidaeL,C04,
6,FEn17w09C04.3.JPG,113.06,86.185,151.32,0.323,Dip.ChironomidaeL,C04,
7,FEn17w09C04.3.JPG,99.951,58.818,133.464,0.414,Dip.ChironomidaeL,C04,
8,FEn17w09C04.3.JPG,95.065,47.264,136.55,0.604,Dip.ChironomidaeL,C04,
9,FEn17w09C04.3.JPG,101.228,56.337,132.583,0.238,Dip.ChironomidaeP,C04,
10,FEn17w09C04.3.JPG,98.763,53.505,126.667,0.185,Tri.Polycentropidae,C04,
11,FEn17w09C04.3.JPG,46.793,26.732,97.333,0.382,Col.Psephenidae,C04,
1,FEn17w09C04.3.JPG,76.348,36.632,125.397,0.341,Eph.Heptageniidae,C04,
2,FEn17w09C04.3.JPG,52.382,25.051,134.499,0.441,Eph.Heptageniidae,C04,
3,FEn17w09C04.3.JPG,73.496,34.22,143.061,0.364,Eph.Heptageniidae,C04,
4,FEn17w09C04.3.JPG,81.196,52.495,144.667,0.214,Eph.Heptageniidae,C04,
5,FEn17w09C04.3.JPG,94.68,43.112,130.537,0.242,Eph.Heptageniidae,C04,
6,FEn17w09C04.3.JPG,83.809,40.991,119.308,0.223,Eph.Heptageniidae,C04,
7,FEn17w09C04.3.JPG,91.719,71.706,101.804,0.161,Eph.Trcorythidae,C04,
8,FEn17w09C04.3.JPG,57.867,33.62,105.628,0.286,Eph.Trcorythidae,C04,
9,FEn17w09C04.3.JPG,54.893,23.043,89.568,0.495,Col.ElmL,C04,
1,FEn17w09C04.4.JPG,106.095,88.677,123.135,0.199,Dip.ChironomidaeL,C04,
2,FEn17w09C04.4.JPG,97.608,53.175,133.567,0.287,Dip.ChironomidaeL,C04,
3,FEn17w09C04.4.JPG,109.473,80.013,130.484,0.24,Dip.ChironomidaeL,C04,
4,FEn17w09C04.4.JPG,104.18,53.365,137.354,0.253,Dip.ChironomidaeL,C04,
5,FEn17w09C04.4.JPG,101.82,74.62,122,0.299,Dip.ChironomidaeL,C04,
6,FEn17w09C04.4.JPG,108.855,74.634,130.111,0.32,Dip.ChironomidaeL,C04,
7,FEn17w09C04.4.JPG,90.07,64.13,128.567,0.224,Dip.ChironomidaeL,C04,
8,FEn17w09C04.4.JPG,107.219,65.931,129.134,0.466,Dip.ChironomidaeL,C04,
9,FEn17w09C04.4.JPG,102.274,52.667,135.024,0.209,Dip.ChironomidaeL,C04,
10,FEn17w09C04.4.JPG,103.296,65.1,127.068,0.193,Dip.ChironomidaeL,C04,
11,FEn17w09C04.4.JPG,81.143,34.196,113.589,0.17,Eph.Heptageniidae,C04,
12,FEn17w09C04.4.JPG,76.271,35.571,116.775,0.144,Eph.Heptageniidae,C04,
13,FEn17w09C04.4.JPG,70.551,40.226,97.688,0.272,Eph.Heptageniidae,C04,
14,FEn17w09C04.4.JPG,90.957,56.205,118.825,0.174,Eph.Leptophlebiidae,C04,
15,FEn17w09C04.4.JPG,86.035,65,108.314,0.164,Eph.Trcorythidae,C04,
16,FEn17w09C04.4.JPG,86.655,63.591,122.667,0.187,Eph.Trcorythidae,C04,
17,FEn17w09C04.4.JPG,75.212,61.332,104.645,0.38,Tri.Polycentropidae,C04,
18,FEn17w09C04.4.JPG,94.338,54.954,124.91,0.519,Col.ElmL,C04,
1,FEn17w09C04.5.JPG,112.893,86.497,139.009,0.225,Dip.ChironomidaeL,C04,
2,FEn17w09C04.5.JPG,105.919,77.762,133.838,0.255,Dip.ChironomidaeL,C04,
3,FEn17w09C04.5.JPG,116.97,89.722,169.101,0.404,Dip.ChironomidaeL,C04,
4,FEn17w09C04.5.JPG,99.016,70.942,114.954,0.132,Dip.ChironomidaeL,C04,
5,FEn17w09C04.5.JPG,109.88,68.742,143.703,0.315,Dip.ChironomidaeL,C04,
6,FEn17w09C04.5.JPG,103.078,52.406,133.213,0.344,Dip.ChironomidaeL,C04,
7,FEn17w09C04.5.JPG,115,98.272,128.333,0.185,Dip.ChironomidaeL,C04,
8,FEn17w09C04.5.JPG,109.914,74.185,133.916,0.303,Dip.ChironomidaeL,C04,
9,FEn17w09C04.5.JPG,89.157,29.086,116,0.295,Dip.ChironomidaeP,C04,
1,FEn17w09C04.5.JPG,73.315,46.438,113.566,0.196,Eph.Heptageniidae,C04,
2,FEn17w09C04.5.JPG,76.787,30.684,129.087,0.154,Eph.Heptageniidae,C04,
3,FEn17w09C04.5.JPG,75.004,47.196,117.626,0.159,Eph.Leptophlebiidae,C04,
4,FEn17w09C04.5.JPG,90.304,70.391,107.088,0.156,Eph.Trcorythidae,C04,
5,FEn17w09C04.5.JPG,98.4,83.638,113.496,0.263,Od.Damselflies,C04,
1,FEn17w09D02.1.JPG,24.049,13.266,92.667,0.576,Col.Psephenidae,D02,
2,FEn17w09D02.1.JPG,27.87,11.333,66.333,0.641,Col.Psephenidae,D02,
3,FEn17w09D02.1.JPG,32.321,8.667,54.932,0.559,Od.Damselflies,D02,
4,FEn17w09D02.1.JPG,24.717,8.936,104.667,0.56,Od.Damselflies,D02,
1,FEn17w09D02.1.JPG,89.728,32.601,151.758,0.64,Col.ElmL,D02,
2,FEn17w09D02.1.JPG,76.126,31.694,96,0.233,Eph.Heptageniidae,D02,
3,FEn17w09D02.1.JPG,42.717,18.333,70.212,0.396,Eph.Heptageniidae,D02,
4,FEn17w09D02.1.JPG,76.456,48.287,113.333,0.216,Eph.Heptageniidae,D02,
5,FEn17w09D02.1.JPG,128.908,100.647,141.089,0.208,Dip.ChironomidaeL,D02,
6,FEn17w09D02.1.JPG,82.656,34.359,124.389,0.514,Dip.ChironomidaeL,D02,
7,FEn17w09D02.1.JPG,91.388,42.071,119.351,0.502,Dip.ChironomidaeL,D02,
1,FEn17w09D02.2.JPG,65.592,43.447,132.333,0.295,Eph.Heptageniidae,D02,
2,FEn17w09D02.2.JPG,68.183,21.823,108.333,0.298,Eph.Heptageniidae,D02,
3,FEn17w09D02.2.JPG,49.819,20.636,101,0.348,Eph.Heptageniidae,D02,
4,FEn17w09D02.2.JPG,61.571,27.815,109.319,0.213,Eph.Heptageniidae,D02,
6,FEn17w09D02.2.JPG,82.943,42.482,119.431,0.531,Dip.ChironomidaeL,D02,
7,FEn17w09D02.2.JPG,108.673,92.333,114.333,0.052,Dip.ChironomidaeL,D02,
8,FEn17w09D02.2.JPG,88.047,37.943,144.561,0.431,Dip.ChironomidaeL,D02,
9,FEn17w09D02.2.JPG,93.497,52.165,137.59,0.486,Dip.ChironomidaeL,D02,
10,FEn17w09D02.2.JPG,95.413,44.583,134.334,0.582,Dip.ChironomidaeL,D02,
11,FEn17w09D02.2.JPG,25.413,12.303,86.981,0.426,Col.Psephenidae,D02,
12,FEn17w09D02.2.JPG,53.567,23.387,114.611,0.696,Col.ElmL,D02,
1,FEn17w09D02.2.JPG,42.877,12.748,76.689,1.004,Eph.Leptophlebiidae,D02,
2,FEn17w09D02.2.JPG,62.98,14.776,101,0.87,Eph.Leptophlebiidae,D02,
1,FEn17w09D02.3.JPG,94.993,38.738,134.345,0.556,Tri.Polycentropidae,D02,
2,FEn17w09D02.3.JPG,15.381,9.397,51.276,0.355,Col.ElmA,D02,
3,FEn17w09D02.3.JPG,18.659,8.667,77,0.226,Col.ElmA,D02,
4,FEn17w09D02.3.JPG,84.376,70.893,120,0.203,Eph.Trcorythidae,D02,
1,FEn17w09D02.3.JPG,57.315,40.028,120.432,0.179,Eph.Leptophlebiidae,D02,
